x,y,u_bulk,u_exact,label
4.6093750000e-01,1.5625000000e-02,1.9048299452e-02,0.0000000000e+00,0
4.6875000000e-01,1.5625000000e-02,1.9100883061e-02,0.0000000000e+00,0
4.7656250000e-01,1.5625000000e-02,1.9141822845e-02,0.0000000000e+00,0
4.8437500000e-01,1.5625000000e-02,1.9171087796e-02,0.0000000000e+00,0
4.9218750000e-01,1.5625000000e-02,1.9188655683e-02,0.0000000000e+00,0
5.0000000000e-01,1.5625000000e-02,1.9194513134e-02,0.0000000000e+00,0
5.0781250000e-01,1.5625000000e-02,1.9188655683e-02,0.0000000000e+00,0
5.1562500000e-01,1.5625000000e-02,1.9171087796e-02,0.0000000000e+00,0
5.2343750000e-01,1.5625000000e-02,1.9141822844e-02,0.0000000000e+00,0
5.3125000000e-01,1.5625000000e-02,1.9100883060e-02,0.0000000000e+00,0
5.3906250000e-01,1.5625000000e-02,1.9048299452e-02,0.0000000000e+00,0
5.4687500000e-01,1.5625000000e-02,1.8984111688e-02,0.0000000000e+00,0
5.5468750000e-01,1.5625000000e-02,1.8908367954e-02,0.0000000000e+00,0
